product,Manufacturer,date,title,rating,body,clean_review,accuracy,activitymeasurement,activitymode,activityreminder,activitytracker,affordable,aiassistance,aibutton,alarm,alarmsetting,alarmvibration,alarmvibrator,alexa,alexaassistant,alexacommand,alexamode,alexasupport,altimeter,analog,assistance,audioquality,badmintonmode,band,bandrubber,barometer,battery,batterybackup,batterydurability,batteryindicator,batterylife,batteryperformance,batterypower,belt,beltquality,bloodoxygen,bloodoxygenmeasure,bloodpressure,bluetooth,bodymaterial,bpaccuracy,bpmachine,bpmeasure,bpmeasurement,bpmonitor,bpmonitoraccuracy,bpmonitoring,bpsymbol,breathingquality,breathmode,brightnesscontrol,budget,button,calculator,call,callsnotification,calorie,caloriecount,calorietracker,camerabutton,cameracontrol,carracingmode,charger,chip,circulardial,comfortability,compatibility,connectivity,cost,customdial,customercare,customerservice,customersupport,customisable,customisewatchface,customization,cyclingmode,data,datacalculation,datasyncs,design,dial,dialpadsensor,digitalcrownlockbutton,digitaltime,digitalwatch,display,displaybrightness,displaynavigation,displayquality,displayresolution,distancecalculation,distancemeasure,distancetracker,distancetracking,durability,ecg,excercisemode,exercisemode,exercisetracker,facesensor,fingerprint,firmware,firmwareupgrade,fitnessband,fitnessfeatures,fitnessmode,fitnessmonitor,fitnesssensor,fitnesstrack,flashlight,footstep,game,glass,glucosemonitor,googlemap,gps,gpsconnectivity,gpssignal,gpstracker,gpstracking,gui,handmotion,hardware,healthcheckaccuracy,healthmeasurement,healthmode,healthmonitor,healthmonitoring,healthreading,healthstats,healthtracker,heartbeat,heartbeataccuracy,heartbeatmeasurement,heartbeatsensor,heartbeattracker,heartmonitor,heartrate,heartrateaccuracy,heartratealert,heartratecount,heartratedetection,heartratemeasurement,heartratemonitor,heartratesensor,leatherquality,leatherstrap,livetrackingaccuracy,location,lockscreen,loudspeaker,magnet,magnetic,malfunction,material,measurement,medicalmonitoring,memory,mensurationtracker,metal,metalbody,metaldesign,metallic,metallicbody,metallicdesign,mic,micquality,money,monitoringfunction,motiondetection,multiplesport,multisportmode,music,musicfacility,notification,operatingspeed,operatingsystem,outdooractivity,oxygen,oxygenlevel,oxygenmonitor,oxygenmonitoring,oxygensaturationlevelmeasurement,pedometer,phoneconnectivity,physicalactivity,picture,pixel,plasticbody,plasticmaterial,powerbackup,powerbutton,powerconsumption,powersavingmode,pricesegment,pricing,processor,proximitysensor,pulseoximeter,pulseratereading,quality,range,reading,realtimeconnect,reasonableprice,remotecameracontrol,report,responsetime,roundwatch,rubberband,screen,screenclarity,screencustomization,screengaurd,screensensitivity,screentimeout,security,sedentaryalert,sensor,sensorydata,service,servicecenter,servicecentre,servicefacility,servicestation,shape,sidebutton,sidepowerbutton,silentmode,siliconbelt,size,sleepaccuracy,sleepactivity,sleepdetection,sleepduration,sleepingtrack,sleepmeasurement,sleepmode,sleepmonitoring,sleeppattern,sleepreading,sleeprecord,sleepsensor,sleeptrack,sleeptracker,sleeptrackingaccuracy,sleeptrackingmonitor,slidebutton,smsnotification,snapchatnotification,socialmedianotification,software,softwaredevelopment,softwareglitch,sound,soundadjustment,speaker,specs,speedometer,spo2tracking,sport,sporttracker,stepcalculation,stepcounter,stepcounting,stepmeasurement,stepmonitor,steprecording,steptracker,steptracking,stopwatch,storage,strap,strapdesign,strapholder,straplockingsystem,strapquality,stress,stresslevel,stressmeasure,stressmode,stressmonitor,stressstats,stylish,supportteam,swimmingmode,swimmode,synchronization,systeminterface,technicalteam,temperature,temperedglass,tennismode,time,timeadjustment,timesensitivity,touchdesign,touchdisplay,touchfacility,touchnotification,touchpad,touchresponse,touchscreen,touchsensation,touchsense,touchsensitive,touchsensitivity,touchsystem,tracking,trackingaccuracy,trackingactivity,trackingsensor,trainingmode,treadmillmode,ui,userinterface,vibration,vibrationalarm,vibrationmode,visibility,voice,voiceassistant,voicefunction,volumebar,volumebutton,volumecontrol,wakegesturebutton,wakupmode,walktracking,wallpaper,wallpapertimestyle,warrantyservice,wateralert,waterdrinkingalert,waterproof,waterreminder,waterresist,waterresistance,weather,weatherforecast,weathericon,weatherreport,whatsappnotification,wirelesscharge,workoutmeasurement,workoutmode,workoutsessionsummary,workouttracker,airplanemode,alertactivityalarm,alexafunctionality,analogdial,appsynchronization,audioconnectivity,batteryoptimisation,batterypercentageindicator,batterysaving,bpmsensor,bptrack,caloriecalculation,caloriedata,cardioexcercisetracking,compatability,customisedface,cyclingmonitoring,footstepaccuracy,footstepcount,handwashreminder,healthaccuracy,healthcarekit,healthstatus,hearttracker,inactivityalert,lagtime,menstrualcycledata,menstrualtracker,multiplemode,notificationsupport,operatingfunction,outdoorcyclingactivity,pulsemonitor,remoteshuttercontrol,repairservice,runningmode,servicequality,silencemode,sleepingaccuracy,sleepschedule,softwaresupport,splitscreen,stockmonitoring,stressreport,touchnavigation,wakeupmode,whatsappalert,workoutdetection,workoutmonitoring,workoutroutine
"amazon.in:customer reviews: fitbit fb507rgpk versa 2 health &amp; fitness smartwatch with heart rate, music, alexa built-in, sleep &amp; swim tracking, petal/copper rose, one size (s &amp; l bands included) (petal/copper rose)",fitbit,1/22/2020,Good job fitbit,5,Amoled display is great!The new processor makes the user interface less glitchy compared to the original OS Fitbit needs to step up their OS they fall behind to watch OS  by apple and wear OS by google,amoled display is great the new processor make the userinterface le glitchy compared to the original o fitbit need to step up their o they fall behind to watch o by apple and wear o by goodle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"amazon.in:customer reviews: honor magic watch 2 (46mm, charcoal black) 14-days battery, spo2, bt calling &amp; music playback, 100 workout modes, amoled touch screen, personalized watch faces, sleep &amp; hr monitor, smart companion",honor,1/22/2020,Super smart watch. Just go for it.,5,"Super smart watch at the price. No lag whatsoever. Was lucky to buy it during the sale I checked later and found it to be out of stock. Lot of watch faces but not able to add more. Lot of work out modes. Just go for it.Edit: if you are an Oneplus user you cannot download new watch faces. Please use Honor/Huawei or Xiaomi mobile, download Huawei Health app and Huawei Mobile Services app, login, pair and download new watch faces and then unpair and pair again on your OnePlus. No data is lost during this process.","super smartwatch at the price . no lag whatsoever . wa lucky to buy it during the sale i checked later and found it to be out of stock . lot of watch face but not able to ad more . lot of work out mode . just go for it . edit : if you are an oneplus user you can not download new watch face . please use honor/huawei or xiaomi mobile , download huawei health app and huawei mobile service app , login , pair and download new watch face and then unpair and pair again on your oneplus . no data is lost during this process .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"amazon.in:customer reviews: honor magic watch 2 (46mm, charcoal black) 14-days battery, spo2, bt calling &amp; music playback, 100 workout modes, amoled touch screen, personalized watch faces, sleep &amp; hr monitor, smart companion",honor,1/23/2020,Powerful and efficient,5,"Good product , accurate heart rate monitoring and very good battery back up.","good product , accurate heartratemonitoring and very good battery back up .",,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"amazon.in:customer reviews: honor magic watch 2 (46mm, charcoal black) 14-days battery, spo2, bt calling &amp; music playback, 100 workout modes, amoled touch screen, personalized watch faces, sleep &amp; hr monitor, smart companion",honor,1/23/2020,Best premium watch at these price,5,It's look good and Amazon delivery was excellent although it's health appa working fine with good accuracy and call quality awesome highly recommend on these budget,it is look good and amazon delivery wa excellent although it is health appa working fine with good accuracy and call quality awesome highly recommend on these budget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"amazon.in:customer reviews: honor magic watch 2 (46mm, charcoal black) 14-days battery, spo2, bt calling &amp; music playback, 100 workout modes, amoled touch screen, personalized watch faces, sleep &amp; hr monitor, smart companion",honor,1/23/2020,Not Able to download new watch faces,1,"The watch is extremely elegant and stylish and has all fitness related activities.The only problem is that when you wish to download new watch faces Huawei health app forces you to download Huawei mobile service app which is complete trash (doesn't open at all) hence you can't download any watch faces at all ,I use OnePlus 6 and I thought might be there is some issue with my mobile so I tried to download the app  in another mobile and I found the same problem.May be those who have honor or Huawei phone will be able to download the app and use new watch faces and those who use other mobile brand will not be able to do so.I am returning this watch because of this issue.","the watch is extremely elegant and stylish and ha all fitness related activity . the only problem is that when you wish to download new watch face huawei health app force you to download huawei mobile service app which is complete trash doesnot open at all hence you canot download any watch face at all , i use oneplus 6 and i thought might be there is some issue with my mobile so i tried to download the app in another mobile and i found the same problem . may be those who have honor or huawei phone will be able to download the app and use new watch face and those who use other mobile brand will not be able to do so . i am returning this watch because of this issue .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"amazon.in:customer reviews: fitbit fb507rgpk versa 2 health &amp; fitness smartwatch with heart rate, music, alexa built-in, sleep &amp; swim tracking, petal/copper rose, one size (s &amp; l bands included) (petal/copper rose)",fitbit,1/23/2020,nice❤❤,5,Fitbit versa,fitbit versa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"amazon.in:customer reviews: honor magic watch 2 (46mm, charcoal black) 14-days battery, spo2, bt calling &amp; music playback, 100 workout modes, amoled touch screen, personalized watch faces, sleep &amp; hr monitor, smart companion",honor,1/23/2020,Good one,4,Watch is good and all the features working well. but with watch got not working honor Bluetooth headphones Replacement in process.,watch is good and all the feature working well . but with watch got not working honor bluetooth headphone replacement in process .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"amazon.in:customer reviews: fitbit fb507rgpk versa 2 health &amp; fitness smartwatch with heart rate, music, alexa built-in, sleep &amp; swim tracking, petal/copper rose, one size (s &amp; l bands included) (petal/copper rose)",fitbit,1/23/2020,Please get it replaced immediately,4,Wrist band is defective in quality,wrist band is defective in quality,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"amazon.in:customer reviews: honor magic watch 2 (46mm, charcoal black) 14-days battery, spo2, bt calling &amp; music playback, 100 workout modes, amoled touch screen, personalized watch faces, sleep &amp; hr monitor, smart companion",honor,1/23/2020,Nothing could be better than this.,5,"excellent watch. No comparison.Battery battery no match even with watches costing 20K+No match of Honor service, I faced issue regarding watch faces,they resolved it within few hours.write to honor service center email id,","excellent watch . no comparison . battery battery no match even with watch costing 20 k+no match of honor service , i faced issue reguarding watch face , they resolved it within few hour . write to honor servicecenter email id ,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"amazon.in:customer reviews: honor magic watch 2 (46mm, charcoal black) 14-days battery, spo2, bt calling &amp; music playback, 100 workout modes, amoled touch screen, personalized watch faces, sleep &amp; hr monitor, smart companion",honor,1/23/2020,Something amazing from honor,5,"Thanks, honor for this amazing watchI am using this watch from last 4 day, it is amazing in all the wayThe worth of money and best performanceplease go for it.But there are some functionality is missing1.reply for messages2. And voice controlHope to see this is future updates.Thanks, Amazon for fast delivery","thanks , honor for this amazing watchi am using this watch from last 4 day , it is amazing in all the waythe worth of money and best performanceplease go for it . but there are some functionality is missing1 . reply for messages2 . and voicecontrolhope to see this is future update . thanks , amazon for fast delivery",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"amazon.in:customer reviews: noise colorfit pro 2 full touch control smart watch with 35g weight &amp; upgraded lcd display,ip68 waterproof,heart rate monitor,sleep &amp; step tracker,call &amp; message alerts &amp; long battery life (jet black)",noise,1/23/2020,Good product in this price range,5,"I'm using this product since 3 months. Notifications, foot tracking, brightness of screen, performance wise really good. Compared to Google's fit app, accuracy is good. I almost charge it one time in 10 days.Overall performance in this price 4.5/5Accuracy 4/5Battery life 5/5Touch screen 4/5Notification window layout 4/5Different dial availability 3.5/5","i 'm using this product since 3 month . notification , foot tracking , brightness of screen , performance wise really good . compared to google is fit app , accuracy is good . i almost charge it one time in 10 day . overall performance in this price 4 . 5/5 accuracy 4/5 batterylife 5/5 touch screen 4/5 notification window layout 4/5 different dial availability 3 . 5/5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"amazon.in:customer reviews: honor magic watch 2 (46mm, charcoal black) 14-days battery, spo2, bt calling &amp; music playback, 100 workout modes, amoled touch screen, personalized watch faces, sleep &amp; hr monitor, smart companion",honor,1/23/2020,Best watch at 13k..,5,"In short - Absolute bang for buck!I bought this watch on the first day of sale itself for 13k.. and for that price i yhink it's the best watch one can buy..Display quality is just briliant.. everything is super sharp no pixelation and brightness is also excellent even on the brightest of sunny days u can easily see what's going on with the watch...Feel of watch is also really good .. sturdy, premium..Speaker is one of the best in smartwatches..it's so loud no issues while taking calls even outdoors..Fitness tracking is also top notch..And to top it all you will get around 7-10 days battery life depending on usage... That is so so convenient..You can actually use all feature without worrying abt battery life..Overall highly recommended..","in short - absolute bang for bug i bought this watch on the first day of sale itself for 13 k . and for that price i yhink it is the best watch one can buy . displayquality is just briliant . everything is super sharp no pixelation and brightness is also excellent even on the brightest of sunny day you can easily see what is going on with the watch . feel of watch is also really good . sturdy , premium . speaker is one of the best in smartwatchs . it is so loud no issues while taking call even outdoors . fitnesstracking is also top notch . and to top it all you will get around 7-10 day batterylife depending on usage . that is so so convenient . you can actually use all feature without worrying about batterylife . overall highly recommended .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"amazon.in:customer reviews: honor magic watch 2 (46mm, charcoal black) 14-days battery, spo2, bt calling &amp; music playback, 100 workout modes, amoled touch screen, personalized watch faces, sleep &amp; hr monitor, smart companion",honor,1/23/2020,Great watch with great features.VFM(extra watch face trick mentioned in the cons),5,"I was looking for a smart watch since many days, I had almost finalized amazefit gtr 47mm but suddenly saw honor magic watch 2's launch and I decided to buy this one.Options I looked before buying this watch were-Amazefit gtr, ticwatch e2, huawei gt2 and few others in 15k budget.Pros:1.Great battery life, watch came with 69% of charge, with continuous hr on + AOD for sometimes with all the notifications and few calls, it went till 3 and half day which was good for the first charge.For the second charge it's 74% left after 36 hours, hr continously on, calls, notifications as well sleep monitor on.2. Great display, good visibility outside, as it has an amoled display, blacks are great. Resolution is also good, text looks crystal clear.3. Gps and workout modes - gps workout mode works great and it's very accurate4. Heart rate sensor + sleep tracking is very accurate, I've compared hr sensor with my mio Fuse and it's accurate.5. Great build and design6. Calling feature is surprisingly good as I never thought I'll use that much. Volume is good enough to hear on the bike in traffic, person on the other side can't notice that you are talking from the watch.7. Bluetooth connectivity is very strong.Cons-1.Would have loved if there was a option to add more apps, like Google maps.2.Application doesn't have any option to take backup, though there are tricks if you have rooted phone but it's not for everyone.3.Limited watch faces. But I was able to install additional 11 watch faces from the app which is restricted to our region. ( if u have honor phone then make new UK account from honor website , select region UK on ur honor phone and login to UK account which u created and now you can download all the watch faces. Those watch faces will stay in ur phone permanently.)4.We can't reply to messages, they should enable this somehow.5.We can't see emojis and hindi - marathi language messages are not accurate.Overall it's the best smart watch your money can buy if you want a good battery backup.If you don't care about the battery backup then you can look for other Google wear watches.","i wa looking for a smartwatch since many day , i had almost finalized amazefit gtr 47 mm but sudenly saw honor magic watch 2 is launch and i decided to buy this one . option i looked before buying this watch were-amazefit gtr , ticwatch e2 , huawei gt2 and few others in 15 k budget . pros:1. great batterylife , watch came with 69 of charge , with continuous hr on + aod for sometimes with all the notification and few call , it went till 3 and half day which wa good for the first charge . for the second charge it is 74 left after 36 hour , hr continously on , call , notification a well sleep monitor on . 2. great display , good visibility outside , a it ha an amoled display , black are great . resolution is also good , text look crystal clear . 3. gps and workoutmode - gps workoutmode work great and it is very accurate4 . heartratesensor + sleeptracking ing is very accurate , i 've compared hr sensor with my mio fuse and it is accurate . 5. great build and design6 . calling feature is surprisingly good a i never thought i will use that much . volume is good enough to hear on the bike in traffic , person on the other side canot notice that you are talking from the watch . 7. bluetoothconnectivity is very strong . cons-1 . would have loved if there wa a option to ad more apps , like googlemaps . 2. application doesnot have any option to take backup , though there are trick if you have rooted phone but it is not for everyone . 3. limited watch face . but i wa able to instagramll aditional 11 watch face from the app which is restricted to our region . if you have honor phone then make new uk account from honor website , select region uk on you are honor phone and login to uk account which you created and now you can download all the watch face . those watch face will stay in you are phone permanently . 4. we canot reply to message , they should enable this somehow . 5. we canot see emojis and hindi - marathi language message are not accurate . overall it is the best smartwatch your money can buy if you want a good batterybackup . if you donot care about the batterybackup then you can look for other google wear watch .",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"amazon.in:customer reviews: honor magic watch 2 (46mm, charcoal black) 14-days battery, spo2, bt calling &amp; music playback, 100 workout modes, amoled touch screen, personalized watch faces, sleep &amp; hr monitor, smart companion",honor,1/23/2020,Amazing performance i love this,5,Nice watch almost 14 days battery backup,nice watch almost 14 day batterybackup,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
